BeerID;StyleID;Size(L);OG;FG;ABV;IBU;Color;BoilSize;BoilTime;BoilGravity;Efficiency;MashThickness;BrewMethod;PitchRate;PrimaryTemp;PrimingMethod;PrimingAmount;UserId
4932;102;56.78;1.055;1.013;5.54;23.79;11.81;68.14;60;1.046;70;1.5;All Grain;0.5;11.11;N/A;N/A;
4933;7;44;1.062;1.011;7.02;115.26;8.28;51;60;1.054;76;2.5;All Grain;0.5;N/A;N/A;N/A;30457
4934;6;18.93;1.046;1.013;4.37;69.98;28.69;9.46;60;1.093;35;N/A;extract;N/A;25.56;N/A;N/A;
4935;159;24;1.056;1.017;5.16;32.12;12.13;28;60;1.048;79;N/A;BIAB;0.5;21;N/A;N/A;
4936;176;59.05;1.082;1.008;9.7;46.43;40;83.28;90;1.058;73;1.5;All Grain;1.25;21.11;Keg;12psi at 40F;40348
4937;129;41.64;1.09;1.017;9.48;48.28;39.33;49.21;60;1.076;65;N/A;BIAB;N/A;18.33;Corn sugar;1oz/ gallon;
4938;7;20.82;1.061;1.011;6.57;138.94;6.04;28.39;60;1.045;65;1.25;All Grain;0.35;N/A;N/A;N/A;
4939;6;20.82;1.056;1.013;5.63;20.56;20.71;28.39;60;1.041;70;N/A;All Grain;0.35;N/A;N/A;2.5 volumes;6254
4940;145;18.93;1.071;1.018;6.87;8.87;3.51;22.71;60;N/A;70;N/A;Partial Mash;N/A;N/A;N/A;N/A;
4941;7;41.64;1.063;1.018;5.98;99.02;7.14;45.42;60;1.058;70;1;All Grain;N/A;21.11;N/A;N/A;348
4942;7;47.32;1.048;1.013;4.55;149.28;4.69;43.53;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;348
4943;21;19.68;1.108;1.028;10.53;21.24;37.67;13.25;60;1.161;78;N/A;Partial Mash;0.75;22.78;Force carb;30 psi 2.5 days;2944
4944;163;18.93;1.066;1.018;6.31;30.21;18.15;11.36;60;N/A;35;N/A;extract;N/A;N/A;N/A;N/A;7839
4945;151;19.87;1.054;1.01;5.76;68.43;7.55;24.61;60;1.044;35;N/A;extract;0.5;18.33;N/A;N/A;
4946;7;18.93;1.064;1.02;5.75;136.68;6.57;24.61;60;N/A;62.5;N/A;All Grain;N/A;N/A;N/A;N/A;
4947;134;18.93;1.064;1.014;6.52;26.93;8.37;26.5;60;1.046;65;N/A;All Grain;0.35;N/A;N/A;N/A;13206
4948;170;20.82;1.061;1.016;5.9;18.12;4.06;11.36;60;N/A;75;N/A;Partial Mash;0.35;20;N/A;N/A;
4949;175;11.36;1.059;1.014;5.89;28.28;19.65;17.03;50;1.039;70;1.5;All Grain;N/A;20;N/A;N/A;
4950;4;26;1.062;1.014;6.18;30.77;12.73;28.5;60;1.056;75;3;All Grain;0.5;20;N/A;N/A;
4951;107;3.79;1.106;1.031;9.88;39.54;32.18;6.06;90;1.066;75;1.5;All Grain;N/A;N/A;N/A;N/A;
4952;12;18.93;1.108;1.027;10.59;41.64;50;28.39;60;1.072;75;N/A;All Grain;N/A;N/A;N/A;N/A;
4953;68;40;1.055;1.013;5.51;30.78;13.72;44;60;1.05;35;N/A;extract;N/A;18;N/A;N/A;18325
4954;175;20.82;1.045;1.011;4.52;23.08;3.79;26.5;60;1.036;62;N/A;BIAB;0.35;22.22;N/A;N/A;
4955;36;22;1.065;1.016;6.5;38.85;22.84;26;90;1.055;77;4;All Grain;1;18;Sukker;6 g/l;18325
4956;162;22.71;1.061;1.019;5.48;32.52;37.99;26.5;60;1.052;65;1.5;All Grain;0.75;16.67;N/A;N/A;
4957;10;18.93;1.061;1.015;5.97;56.42;5.63;28.39;60;1.04;70;1.5;All Grain;N/A;20;N/A;N/A;34210
4958;56;40;1.075;1.016;7.78;11.09;5.12;58;90;1.052;70;N/A;All Grain;N/A;18;N/A;N/A;
4959;7;20.82;1.078;1.019;7.81;77.73;40.54;11.36;60;1.143;35;N/A;extract;N/A;21.11;N/A;N/A;
4960;26;20.82;1.104;1.024;10.53;54.7;6.05;23.66;45;1.092;70;N/A;Partial Mash;N/A;N/A;N/A;N/A;
4961;86;18.93;1.079;1.02;7.77;73.62;15.53;28.39;90;1.053;70;1.5;All Grain;N/A;20;N/A;N/A;34210
4962;10;22.71;1.046;1.009;4.82;33.25;6.92;28.39;60;1.037;75.6;1.3;All Grain;N/A;17.22;Force Carb;N/A;
4963;86;41.64;1.073;1.011;8.13;83.08;7.6;49.21;60;1.062;65;1.5;All Grain;0.75;19.44;Forced;12 psi;15241
4964;63;19.87;1.1;1.023;10.13;77.05;13.81;24.61;75;1.081;65;1.1;All Grain;1;20;N/A;N/A;30168
4965;105;20.82;1.034;1.009;3.38;18.11;17.75;30.28;60;1.024;70;1.5;All Grain;0.35;18.33;N/A;N/A;
4966;152;49.21;1.078;1.018;7.91;64.82;5.01;53;60;1.072;75;1.5;All Grain;0.75;21.11;N/A;N/A;
4967;7;39.75;1.06;1.014;6.01;209.37;11.87;45.42;60;1.053;75;1.3;All Grain;1;21.67;N/A;N/A;24418
4968;129;18.93;1.055;1.014;5.38;0;24.68;18.93;60;N/A;75;N/A;Partial Mash;N/A;N/A;N/A;N/A;
4969;137;11.36;1.052;1.015;4.82;29.07;11.36;13.25;60;1.044;80;N/A;BIAB;N/A;21.11;N/A;N/A;
4970;29;20.82;1.074;1.024;6.54;27.1;12.69;28.39;90;1.054;70;1.3;All Grain;0.35;15.56;dextrose;3.3;
4971;32;15.14;1.141;1.007;17.57;0;24.03;3.79;30;1.5;35;N/A;extract;0.35;21.11;N/A;N/A;47682
4972;37;20.82;1.05;1.014;4.79;29.86;29.19;28.39;60;N/A;79;N/A;BIAB;0.35;15.56;N/A;N/A;
4973;86;21.77;1.083;1.012;9.3;112.58;6.24;35.96;90;1.046;70;1.2;All Grain;1;20;N/A;N/A;1569
4974;108;20;1.05;1.013;4.77;21.73;22.34;20;90;1.05;75;4.4;All Grain;N/A;10;N/A;N/A;68213
4975;7;18.93;1.095;1.024;9.38;153.9;6.3;11.36;90;1.159;35;N/A;extract;0.35;18.33;N/A;N/A;52397
4976;65;25;1.057;1.012;5.99;58.26;9.08;30;60;1.048;80;2.5;All Grain;0.75;20;Invert sugar;115;
4977;75;22;1.052;1.013;5.07;19.06;13.53;26;60;1.044;73;3.4;All Grain;N/A;18;N/A;N/A;35104
4978;7;45.42;1.068;1.01;7.71;76.44;4.64;53;90;1.059;80;N/A;All Grain;1;16.67;N/A;N/A;2111
4979;162;18.93;1.054;1.019;4.55;30.63;30.4;28.39;90;1.036;65;1.5;All Grain;0.75;20;N/A;N/A;56482
4980;108;10.22;1.059;1.015;5.77;28.04;20.32;12.68;60;1.047;75;N/A;BIAB;1.5;10;Corn Sugar;2.05 oz;15077
4981;108;50;1.056;1.017;5.12;22.71;18.22;46;60;1.061;75;3;All Grain;1.5;16;N/A;N/A;
4982;86;19.87;1.078;1.018;7.87;126;10.03;24.61;60;1.063;75;N/A;All Grain;N/A;N/A;N/A;N/A;6643
4983;145;20.82;1.037;1.006;4.07;13.93;4.52;15.14;60;1.051;75;N/A;Partial Mash;N/A;20;N/A;N/A;42612
4984;165;18.93;1.055;1.003;6.88;36.02;11.84;22.71;90;1.046;70;1.5;All Grain;1;20;N/A;N/A;
4985;77;20.82;1.065;1.003;8.07;17.39;3.75;30.28;90;1.045;35;N/A;extract;0.35;18.33;N/A;N/A;396
4986;10;20.82;1.047;1.011;4.68;78.34;13.34;24.61;60;1.04;65;1.5;All Grain;N/A;21.11;N/A;N/A;
4987;132;15;1.108;1.027;10.59;87.33;40;18;60;N/A;60;N/A;Partial Mash;N/A;N/A;N/A;N/A;
4988;7;19.87;1.055;1.009;6.1;71.48;19.62;24.61;90;N/A;64;N/A;All Grain;N/A;N/A;N/A;N/A;1725
4989;149;20.82;1.063;1.014;6.43;61.39;24.54;28.39;120;1.046;60;1.5;All Grain;0.35;18.33;N/A;N/A;
4990;111;18.93;1.069;1.017;6.75;0;65.02;18.93;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
4991;7;20.82;1.058;1.01;6.21;106.64;7.01;28.39;60;1.042;65;1.35;All Grain;1.25;19.44;Dextrose;N/A;17196
4992;30;21;11.0323;3.17185;4.19;23.36;3.82;27;75;8.7;80;3;All Grain;0.35;20;N/A;N/A;12772
4993;7;20.82;1.057;1.012;5.85;55.98;35.15;28.39;60;1.041;70;1.5;All Grain;0.75;20;N/A;N/A;
4994;10;10;1.051;1.011;5.26;46.17;5.65;14;70;1.036;70;3;All Grain;0.35;20;N/A;N/A;
4995;103;20.82;1.076;1.022;7.21;59.16;21.67;26.5;60;1.06;73;N/A;All Grain;N/A;N/A;N/A;N/A;2568
4996;12;20.82;1.074;1.023;6.74;91.16;32.04;28.39;60;1.049;50;N/A;All Grain;N/A;20;N/A;N/A;
4997;4;19;1.055;1.015;5.23;45.28;9.14;11;60;1.096;35;N/A;extract;0.5;23;N/A;N/A;
4998;82;17.03;1.034;1.008;3.45;9.77;3.52;18.93;60;1.031;60;N/A;BIAB;N/A;N/A;N/A;N/A;1919
4999;156;50;1.055;1.013;5.49;17.91;3.03;68;60;1.04;65;3;All Grain;1.5;10;N/A;N/A;
5000;10;18.93;1.055;1.014;5.4;32.48;6.96;24.61;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;8363
5001;162;28.2;1.075;1.019;7.39;42.56;40;35.96;75;1.055;80;1.5;All Grain;1;18.33;Keg;6 PSI @ 38 F;29934
5002;7;60.57;1.057;1.016;5.58;58.8;6.14;68.14;60;1.051;75;1.33;All Grain;N/A;N/A;N/A;N/A;
5003;170;11.4;1.048;1.011;4.86;15.08;3.65;13.9;60;1.039;64;2.5;All Grain;0.75;17;N/A;N/A;25404
5004;85;18.93;1.071;1.016;7.26;32.19;4.25;18.93;60;1.071;70;1.5;All Grain;1.5;8.89;N/A;N/A;19214
5005;132;46;24.9951;6.83925;10.31;97.77;50;55;90;21.2;65;3;All Grain;1.25;19;N/A;N/A;
5006;35;27;1.046;1.012;4.57;26.5;4.08;12;60;1.104;35;N/A;extract;N/A;19;N/A;N/A;
5007;115;20.82;1.09;1.022;8.84;68.61;8.54;11.36;90;1.165;35;N/A;extract;N/A;8.89;N/A;N/A;
5008;175;20.82;1.049;1.012;4.91;16.37;3.79;26.5;60;1.039;70;1.25;All Grain;0.35;20;Keg;N/A;26930
5009;168;18.93;1.071;1.014;7.56;35;24.4;24.61;120;1.055;80;1.5;All Grain;N/A;N/A;N/A;N/A;
5010;65;19;1.056;1.012;5.68;102.05;4.87;13;90;1.046;35;N/A;extract;N/A;22;N/A;N/A;
5011;171;20.82;1.096;1.025;9.32;19.79;19.83;28.39;60;1.07;73;N/A;All Grain;N/A;N/A;N/A;N/A;2568
5012;114;12;1.06;1.015;5.86;38.42;38.62;15;90;1.048;72;N/A;All Grain;N/A;20;N/A;N/A;
5013;159;27;1.047;1.01;4.81;35.27;10.05;30;90;1.038;75;N/A;All Grain;N/A;N/A;N/A;N/A;
5014;142;19.87;1.02;1.002;2.31;0;1.44;19.87;0;1.02;85;1.25;All Grain;0.5;26.11;N/A;N/A;
5015;170;37.85;1.056;1.014;5.49;27.67;8.3;47.32;60;1.045;75;N/A;All Grain;0.35;20;N/A;N/A;
5016;167;62.46;1.05;1.012;4.99;28.51;13.53;75.71;75;1.041;65;N/A;BIAB;0.75;11.11;N/A;N/A;48801
5017;86;20.82;1.075;1.014;8.01;94.86;8.68;26.5;60;1.059;70;1.5;All Grain;1.25;20;N/A;N/A;17868
5018;7;5;1.062;1.011;6.79;86.35;12.86;7;60;1.045;80;N/A;BIAB;N/A;20;N/A;N/A;
5019;23;18.93;1.071;1.018;7.39;23.06;4.53;9.46;60;1.142;35;N/A;extract;N/A;N/A;N/A;N/A;44485
5020;7;18.93;1.073;1.019;7.06;58.33;6.12;24.61;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;8363
5021;27;10;1.036;1.009;3.55;4.67;3.17;10;60;1.036;60;N/A;BIAB;N/A;N/A;N/A;N/A;
5022;10;18.93;1.052;1.013;5.09;0;12.3;18.93;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
5023;44;20.82;1.065;1.016;6.51;0;8.12;11.36;0;N/A;35;N/A;extract;N/A;N/A;N/A;N/A;
5024;170;18.93;1.061;1.014;6.15;30.01;4.77;20.82;60;N/A;70;N/A;All Grain;1.25;22.22;N/A;N/A;
5025;43;1173.48;1.057;1.014;5.59;7.42;4;1290.83;75;1.052;78;1.5;All Grain;N/A;N/A;N/A;N/A;
5026;66;50;1.061;1.018;5.62;39.87;49.34;56;80;1.055;76;4;All Grain;N/A;20;N/A;N/A;
5027;39;20.82;1.035;1.012;3.02;58.48;5.92;28.39;60;1.025;45;N/A;All Grain;N/A;N/A;N/A;N/A;
5028;7;174.13;1.06;1.014;6.03;63.48;6.19;189.27;60;1.055;77;1.15;All Grain;0.75;17.22;N/A;N/A;53740
5029;54;25;1.084;1.022;8.14;25.74;21.94;32.5;90;1.065;77;3;All Grain;2;11.5;N/A;N/A;
5030;114;18.93;1.06;1.017;5.67;37.63;38.24;13.25;70;1.086;65;N/A;Partial Mash;0.5;21.11;N/A;N/A;
5031;4;18.93;1.074;1.016;7.57;60.39;11.67;26.5;60;1.053;60;1.5;All Grain;N/A;N/A;N/A;N/A;21301
5032;4;19.87;1.061;1.014;6.09;35.31;12.91;24.61;90;1.049;73;1.33;All Grain;0.35;20;N/A;N/A;
5033;111;18.93;1.08;1.013;8.78;0;58.28;26.5;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
5034;159;27;1.051;1.013;4.97;37.33;12.6;26;90;1.053;75;N/A;All Grain;N/A;N/A;N/A;N/A;51285
5035;25;15;18.831;3.9811;8.16;40.21;4.41;28.7;90;8.3;61;2.3;All Grain;1;21;Sukkerlake;80;40028
5036;175;19;1.055;1.012;5.66;16.19;3.56;21;60;1.041;70;3;All Grain;0.5;20;Bottling sugar;140;29783
5037;80;143.85;1.049;1.013;4.67;43.53;3.78;155.2;60;1.045;70;1.113;All Grain;N/A;10;N/A;N/A;
5038;31;3.79;1.048;1.008;5.33;25.47;4.41;5.68;90;1.032;55;1.5;All Grain;0.35;18.33;N/A;N/A;45128
5039;7;20.82;1.063;1.012;6.83;37.68;4.49;24.61;60;1.053;70;1.5;All Grain;1;20;N/A;N/A;
5040;10;22.71;1.064;1.012;6.81;33.55;7.29;30.28;60;1.048;70;N/A;BIAB;N/A;N/A;N/A;N/A;
5041;145;20.82;1.07;1.018;6.92;38.4;19.06;20.82;60;1.07;50;N/A;Partial Mash;0.5;17.78;N/A;N/A;
5042;156;18.93;1.05;1.013;4.96;0;5.33;26.5;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
5043;102;20.82;1.06;1.014;5.98;23.24;12.91;28.39;60;1.044;79;1.5;All Grain;1.5;12.22;Force carbonated;15 psi;
5044;21;20.82;1.111;1.021;11.9;27.07;12.43;28.39;90;N/A;75;N/A;All Grain;0.35;22.22;N/A;N/A;1687
5045;20;45.42;1.077;1.017;7.94;45.87;5.34;54.89;60;1.064;70;1.25;All Grain;N/A;N/A;N/A;N/A;4411
5046;37;20.82;1.055;1.012;5.63;44.8;50;28.39;60;1.04;75;1.4;All Grain;N/A;21.11;N/A;N/A;
5047;170;20;1.065;1.016;6.44;27.1;4.77;20;60;1.065;35;N/A;extract;0.75;N/A;N/A;N/A;
5048;175;18.93;1.059;1.015;5.84;0;4.15;22.71;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;35054
5049;7;25;1.062;1.008;7.1;89.19;7.6;37;90;1.042;70;3;All Grain;N/A;22;N/A;N/A;14759
5050;25;19.87;1.049;1.009;5.26;21.47;8.7;11.36;60;1.087;35;N/A;extract;0.5;18.33;Corn sugar;N/A;
5051;161;20.82;1.118;1.03;11.65;0;5.18;18.93;60;1.13;70;N/A;BIAB;N/A;N/A;N/A;N/A;
5052;27;13.25;1.049;1.015;4.49;9.57;3.27;11.36;60;1.057;35;N/A;extract;N/A;N/A;N/A;N/A;
5053;132;20.82;1.087;1.02;9.4;95.3;35.41;26.5;60;1.068;73;1.33;All Grain;0.75;18.33;N/A;N/A;
5054;94;20.82;1.053;1.013;5.18;57.48;3.61;9.46;60;N/A;25;N/A;extract;N/A;N/A;Dextrose;5oz;5854
5055;148;22.71;1.083;1.02;8.34;95.71;35.88;28.39;60;1.067;80;1.5;All Grain;N/A;N/A;N/A;N/A;
5056;10;13;1.042;1.012;3.97;35.32;7.33;14;60;1.039;62;3;All Grain;N/A;N/A;N/A;N/A;
5057;10;12;23.445;3.80589;10.97;0;50;20;120;14.5;60;3.2;All Grain;0.75;19;N/A;N/A;
5058;30;43.53;1.056;1.016;5.24;21.67;3.59;49.21;60;1.049;75;1.33;All Grain;1.25;18.89;N/A;N/A;15198
5059;87;18.93;1.093;1.024;9.01;75.73;50;24.61;90;1.072;75;1.25;All Grain;1;18.33;keg;5;54678
5060;94;20.82;1.05;1.012;4.9;40.36;4.33;13.25;60;1.078;40;N/A;extract;0.35;22.22;Priming Sugar;5 oz. in H2O (1 cup) and Beer (1 cup);
5061;26;25;1.085;1.018;8.81;25.3;7.97;30;90;1.071;75;3;All Grain;N/A;22;N/A;N/A;52512
5062;141;20.82;1.033;1.008;3.27;20.99;18.3;28.39;60;1.024;75;1.5;All Grain;0.35;23.89;N/A;N/A;
5063;129;9.46;1.06;1.022;4.9;36.24;38.57;3.79;90;1.149;0;N/A;extract;N/A;24.44;N/A;N/A;
5064;4;25;1.053;1.011;5.53;41.12;16.19;30;90;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
5065;129;11.36;1.062;1.02;5.52;36.21;29.97;18.17;60;1.039;75;N/A;Partial Mash;N/A;20;Kegged;N/A;
5066;171;23;1.079;1.019;7.98;18.61;11.34;30;90;1.061;75;2.9;All Grain;N/A;N/A;N/A;N/A;
5067;30;18.93;1.041;1.009;4.13;23.12;3.81;26.5;60;1.029;70;1.25;All Grain;N/A;N/A;N/A;N/A;10194
5068;171;22.7;1.083;1.021;8.15;29.5;11.79;29.3;90;1.065;75;3;All Grain;N/A;20;N/A;N/A;44421
5069;168;10.22;1.096;1.022;9.77;36.33;17.35;14.01;60;1.07;71;1.25;All Grain;0.5;17.78;Corn Sugar;N/A;
5070;32;19.87;1.057;1.014;5.62;27.59;7;22.71;60;1.022;35;N/A;extract;0.5;18.89;N/A;N/A;
5071;10;9.2;1.054;1.013;5.54;39.54;12.88;13.6;60;1.036;69;2.5;All Grain;N/A;N/A;N/A;N/A;25404
5072;9;22.71;1.039;1.008;4.06;7.25;2.81;32.18;60;1.028;80;1.3;All Grain;0.75;20.56;N/A;N/A;
5073;7;21.77;1.058;1.012;6.13;73.71;6.37;32.18;60;1.039;71;1.4;All Grain;1;20;N/A;N/A;1569
5074;7;20.82;1.069;1.017;6.83;60.53;40;28.39;60;1.051;75;N/A;BIAB;0.35;17.78;N/A;N/A;
5075;15;14.01;1.045;1.01;4.59;24.19;4.07;18.93;60;1.034;35;N/A;extract;1;15.56;N/A;N/A;5889
5076;134;79.49;1.053;1.015;4.97;21.52;9.15;87.06;60;1.048;86;1.5;All Grain;1;21.11;N/A;N/A;
5077;45;20.82;1.06;1.016;5.84;23.09;5.64;28.39;60;1.044;70;1.5;All Grain;N/A;N/A;N/A;N/A;
5078;23;21;1.08;1.012;8.95;25.93;5.39;29.6;80;1.047;75;2.6;All Grain;N/A;N/A;N/A;N/A;
5079;30;20.82;1.045;1.009;4.76;24.86;6.16;28.39;60;1.033;75;N/A;BIAB;N/A;20;N/A;N/A;60834
5080;168;18.93;1.083;1.021;8.15;42.5;21.43;28.39;70;1.055;75;1.5;All Grain;0.5;21.11;N/A;N/A;42368
5081;134;20.82;1.064;1.012;6.8;41.35;4.52;15.14;60;N/A;75;N/A;Partial Mash;0.35;27.78;N/A;N/A;13634
5082;9;20.82;1.018;1.003;1.99;5.7;2;28.39;60;1.007;35;N/A;All Grain;N/A;21.11;N/A;N/A;
5083;129;18.93;1.045;1.016;3.93;11.62;25.77;5.68;30;1.152;35;N/A;extract;1;20.56;N/A;N/A;
5084;7;20.82;1.097;1.02;10.08;117.98;9.34;11.36;60;N/A;35;N/A;extract;N/A;20;N/A;N/A;13311
5085;4;20.82;1.059;1.015;5.78;30.41;14.78;26.5;60;1.047;70;1.25;All Grain;N/A;20;N/A;N/A;
5086;7;22.71;1.07;1.016;7.04;96.32;13.16;29.15;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;2206
5087;68;20.82;1.053;1.015;5.02;60.86;5.57;7.57;75;1.145;35;N/A;extract;0.5;23.89;N/A;N/A;
5088;134;41.64;1.072;1.014;7.54;40.09;6.24;47.32;60;1.063;70;N/A;All Grain;0.75;23.89;N/A;N/A;15241
5089;43;22.71;1.066;1.017;6.51;70.78;28.29;30.28;60;1.05;64;1.5;All Grain;0.35;20;N/A;N/A;31273
5090;10;18.93;1.05;1.012;4.9;0;10;22.71;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;
5091;10;24.61;1.059;1.012;6.18;24.2;5.25;30.28;90;1.048;80;N/A;All Grain;0.75;21.11;Corn sugar;N/A;5385
5092;7;20.82;1.078;1.016;8.07;76.49;6.38;26.5;60;1.061;80;1.5;All Grain;N/A;N/A;N/A;N/A;
5093;176;20.82;1.084;1.016;9.03;48.13;36.8;28.39;60;1.062;60;1.5;All Grain;1;22.22;N/A;N/A;41468
5094;12;30.28;1.083;1.023;7.88;49.46;50;31.23;60;1.08;65;1.25;All Grain;1;18.33;N/A;N/A;
5095;10;20.82;1.056;1.01;6.05;34.61;3.86;26.5;60;1.044;70;N/A;BIAB;0.35;20;N/A;N/A;6254
5096;88;50;1.053;1.011;5.49;29.4;10.69;80;60;1.033;70;3;All Grain;2;19;N/A;N/A;
5097;68;21.58;1.05;1.011;5.13;49.27;11.14;25.36;60;1.043;64;N/A;BIAB;0.35;18.33;N/A;N/A;15149
5098;114;23;1.057;1.016;5.39;34.41;31.56;29.5;60;1.044;71;2.7;All Grain;N/A;19;N/A;N/A;
5099;30;50;1.043;1.011;4.21;29.43;3.69;55;90;1.039;74;3;All Grain;N/A;18;N/A;N/A;
5100;7;20.82;1.082;1.022;7.79;162.46;4.94;28.39;60;1.06;70;1.5;All Grain;0.35;18.33;N/A;N/A;40209
5101;94;25;1.046;1.009;4.86;24.89;3.74;28;90;1.041;73;N/A;BIAB;N/A;16;N/A;N/A;51696
5102;7;45.42;1.08;1.019;8.03;220.54;7.33;54.89;90;1.066;35;N/A;extract;1;N/A;N/A;N/A;
5103;158;11.5;1.052;1.004;6.39;4.69;4.26;15;90;1.04;80;3;All Grain;N/A;N/A;N/A;N/A;
5104;175;18.93;1.052;1.016;4.69;31.38;3.82;17.03;60;1.058;65;1.5;All Grain;N/A;N/A;N/A;N/A;
5105;144;23;1.04;1.009;4.05;38.73;8.82;32;60;1.029;75;3;All Grain;1;20;N/A;N/A;
5106;118;23;1.037;1.009;3.68;33.32;6.03;28.5;60;1.03;70;N/A;BIAB;N/A;N/A;N/A;N/A;
5107;72;25;1.073;1.018;7.17;54.14;42.84;30;60;1.061;63;N/A;BIAB;N/A;17.5;N/A;N/A;
5108;7;20.82;1.067;1.02;6.07;63.94;4.69;26.5;60;1.052;78;1.5;All Grain;N/A;18.89;N/A;N/A;61945
5109;145;18.93;1.068;1.019;6.45;36.39;5.67;17.03;60;1.075;75;1.33;All Grain;N/A;N/A;N/A;N/A;
5110;36;23;1.057;1.012;5.91;37.05;21.9;28.5;90;1.046;70;N/A;BIAB;N/A;19;N/A;N/A;
5111;7;18.93;1.077;1.019;7.58;72.89;21.44;11.36;60;1.128;60;N/A;extract;N/A;20;N/A;N/A;24476
5112;6;23;1.06;1.015;5.95;31.28;21.37;29;60;1.048;70;2;All Grain;N/A;20;N/A;N/A;
5113;19;22.71;1.086;1.019;8.78;50.68;32.63;28.39;75;1.069;70;1.5;All Grain;1;18.33;N/A;N/A;21620
5114;10;181.7;1.053;1.012;5.33;66.12;6.77;208.2;60;1.046;75;1.5;All Grain;0.75;N/A;N/A;N/A;20127
5115;174;20;1.091;1.029;8.04;22.54;30.06;30;60;1.06;70;3;All Grain;0.5;17;dextrose;120;
5116;30;23;1.048;1.014;4.58;19.84;5.46;12;60;1.093;50;N/A;BIAB;N/A;21;N/A;N/A;
5117;7;20.82;1.076;1.019;7.45;80.67;6.31;28.39;60;1.056;75;1.5;All Grain;N/A;17.78;N/A;N/A;
5118;10;20.82;1.055;1.016;5.24;36.04;16.2;28.39;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;4192
5119;170;17;1.037;1.009;3.69;15.83;3.83;23;60;1.027;50;2.6;All Grain;N/A;20;bulk;17 litres;
5120;10;20.82;1.058;1.013;5.96;50.5;3.7;28.39;60;1.043;75;1.8;All Grain;0.35;18.33;N/A;N/A;61120
5121;45;18.93;1.073;1.025;6.23;22.82;4.09;28.39;60;1.048;75;1.5;All Grain;N/A;26.67;N/A;N/A;46068
5122;86;22.71;1.082;1.023;7.7;57.79;5.55;11.36;60;1.163;35;N/A;extract;N/A;N/A;N/A;N/A;
5123;7;21;1.051;1.009;5.6;48.31;11.73;25;60;1.043;64;2.3;All Grain;N/A;18;N/A;N/A;
5124;143;18.93;1.065;1.019;6.01;34.47;18.38;13.25;60;1.093;60;N/A;extract;N/A;20.56;N/A;N/A;
5125;75;18.93;1.049;1.014;4.63;23.52;3.99;11.36;60;1.082;35;N/A;extract;0.35;20;corn sugar;3/4 cup;10107
5126;7;19.87;1.069;1.021;6.22;62.33;7.49;26.5;60;1.051;70;N/A;All Grain;N/A;18.89;N/A;N/A;
5127;134;12.3;1.048;1.01;5.05;10.85;5.29;15.14;60;1.039;70;1.5;All Grain;N/A;N/A;N/A;N/A;
5128;134;28;1.05;1.008;5.49;30.84;4.07;32;60;1.043;80;3;All Grain;N/A;23;N/A;N/A;
5129;92;20.82;1.051;1.012;5.18;22.03;10.15;22.71;60;1.04;75;1.25;All Grain;0.35;17.78;N/A;N/A;23942
5130;113;18.93;1.061;1.017;6.01;28.05;23.74;11.36;60;1.102;60;N/A;Partial Mash;N/A;16.67;N/A;N/A;
5131;7;20.82;1.062;1.015;6.23;61.03;11.83;28.39;60;1.045;70;1.5;All Grain;N/A;N/A;N/A;N/A;
5132;11;18.93;1.066;1.016;6.46;43.14;35.2;24.61;60;1.051;70;1;All Grain;1;N/A;N/A;N/A;47553
5133;15;643.52;1.046;1.008;5;28.32;3.1;711.66;60;1.042;90;1.25;All Grain;0.75;18.33;N/A;N/A;52796
5134;121;3.79;1.1;1.022;10.22;0;8.38;3.79;0;1.1;35;N/A;extract;N/A;N/A;N/A;N/A;47383
5135;175;20.82;1.063;1.015;6.36;16.79;6.18;28.39;60;1.045;75;1.25;All Grain;N/A;N/A;N/A;N/A;
5136;134;189.27;1.064;1.01;7.02;37;5.34;234.7;60;1.052;79;1.25;All Grain;0.75;23.89;N/A;N/A;52796
5137;4;24.61;1.058;1.015;5.75;35.09;20.43;22.71;60;1.063;35;N/A;extract;N/A;21.11;Corn sugar;rounded 3/4 Cup;15890
5138;7;22.71;1.074;1.016;7.52;78.49;12.32;32.18;90;1.052;70;N/A;BIAB;1;21.11;N/A;N/A;
5139;132;18.93;1.093;1.023;9.09;0;29.44;18.93;90;N/A;60;N/A;All Grain;N/A;N/A;N/A;N/A;
5140;45;18.93;1.055;1.013;5.52;19.67;9.27;24.61;60;1.042;35;N/A;extract;0.35;17.78;N/A;N/A;
5141;30;20.82;1.049;1.011;5.05;21.43;5.07;23.09;60;1.044;78;1.5;All Grain;0.5;16.67;Keg;CO2 @ 15psi;42609
